trust,region,year,month,month_name,period,attendances,admissions,breaches,perf_4hr_pct,breach_rate_pct,admission_rate_pct,median_wait_mins,ambulance_handover_delay_pct,prev_month_perf,prev_month_breach,rolling_3m_att,att_growth_pct,is_winter,is_covid_period
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,6,Jun,2021-06,12766,3691,2998,76.5,23.5,28.9,155.0,6.0,77.5,22.5,12241.0,9.88,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,7,Jul,2021-07,13041,3514,3310,74.6,25.4,27.0,128.0,11.3,76.5,23.5,12475.0,2.15,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,8,Aug,2021-08,13893,3635,3547,74.5,25.5,26.2,147.0,11.7,74.6,25.4,13233.0,6.53,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,9,Sep,2021-09,12583,3580,3266,74.0,26.0,28.5,112.0,7.6,74.5,25.5,13172.0,-9.43,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,10,Oct,2021-10,12202,3514,3117,74.4,25.6,28.8,115.0,8.2,74.0,26.0,12893.0,-3.03,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,11,Nov,2021-11,13612,3382,3946,71.0,29.0,24.8,129.0,11.7,74.4,25.6,12799.0,11.56,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,12,Dec,2021-12,13679,3622,4397,67.9,32.1,26.5,216.0,12.3,71.0,29.0,13164.0,0.49,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,1,Jan,2022-01,15005,4224,5404,64.0,36.0,28.2,156.0,13.4,67.9,32.1,14099.0,9.69,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,2,Feb,2022-02,14618,4402,4899,66.5,33.5,30.1,202.0,9.5,64.0,36.0,14434.0,-2.58,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,3,Mar,2022-03,13942,3867,4628,66.8,33.2,27.7,164.0,8.7,66.5,33.5,14522.0,-4.62,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,4,Apr,2022-04,12400,3397,3631,70.7,29.3,27.4,136.0,7.5,66.8,33.2,13653.0,-11.06,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,5,May,2022-05,11852,3129,3168,73.3,26.7,26.4,143.0,10.3,70.7,29.3,12731.0,-4.42,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,6,Jun,2022-06,12955,3499,3458,73.3,26.7,27.0,140.0,8.0,73.3,26.7,12402.0,9.31,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,7,Jul,2022-07,13297,3606,3697,72.2,27.8,27.1,146.0,11.7,73.3,26.7,12701.0,2.64,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,8,Aug,2022-08,14290,3860,4043,71.7,28.3,27.0,124.0,10.4,72.2,27.8,13514.0,7.47,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,9,Sep,2022-09,12349,3573,3403,72.4,27.6,28.9,141.0,8.9,71.7,28.3,13312.0,-13.58,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,10,Oct,2022-10,12521,3130,3786,69.8,30.2,25.0,213.0,9.7,72.4,27.6,13053.0,1.39,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,11,Nov,2022-11,13509,3852,4642,65.6,34.4,28.5,196.0,11.1,69.8,30.2,12793.0,7.89,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2022,12,Dec,2022-12,13914,3642,4845,65.2,34.8,26.2,199.0,12.8,65.6,34.4,13315.0,3.0,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,1,Jan,2023-01,14879,4600,6040,59.4,40.6,30.9,185.0,15.3,65.2,34.8,14101.0,6.94,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,2,Feb,2023-02,13974,3380,5313,62.0,38.0,24.2,188.0,16.1,59.4,40.6,14256.0,-6.08,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,3,Mar,2023-03,13606,3294,5076,62.7,37.3,24.2,180.0,11.0,62.0,38.0,14153.0,-2.63,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,4,Apr,2023-04,12203,3320,3836,68.6,31.4,27.2,174.0,13.4,62.7,37.3,13261.0,-10.31,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,5,May,2023-05,12044,3155,3509,70.9,29.1,26.2,150.0,10.8,68.6,31.4,12618.0,-1.3,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,6,Jun,2023-06,13153,3422,3884,70.5,29.5,26.0,153.0,9.7,70.9,29.1,12467.0,9.21,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,7,Jul,2023-07,13608,3781,4572,66.4,33.6,27.8,165.0,12.1,70.5,29.5,12935.0,3.46,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,8,Aug,2023-08,14173,4228,4665,67.1,32.9,29.8,184.0,10.3,66.4,33.6,13645.0,4.15,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,9,Sep,2023-09,12443,3036,4129,66.8,33.2,24.4,177.0,10.2,67.1,32.9,13408.0,-12.21,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,10,Oct,2023-10,13568,3586,4577,66.3,33.7,26.4,193.0,9.6,66.8,33.2,13395.0,9.04,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,11,Nov,2023-11,14063,3856,5057,64.0,36.0,27.4,181.0,15.5,66.3,33.7,13358.0,3.65,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2023,12,Dec,2023-12,15095,4224,5731,62.0,38.0,28.0,195.0,11.5,64.0,36.0,14242.0,7.34,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,1,Jan,2024-01,15162,4143,5884,61.2,38.8,27.3,190.0,11.9,62.0,38.0,14773.0,0.44,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,2,Feb,2024-02,15168,4407,5131,66.2,33.8,29.1,190.0,14.1,61.2,38.8,15142.0,0.04,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,3,Mar,2024-03,13548,3369,4308,68.2,31.8,24.9,207.0,9.8,66.2,33.8,14626.0,-10.68,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,4,Apr,2024-04,13286,3327,3745,71.8,28.2,25.0,131.0,12.8,68.2,31.8,14001.0,-1.93,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,5,May,2024-05,12614,3547,3407,73.0,27.0,28.1,127.0,8.2,71.8,28.2,13149.0,-5.06,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,6,Jun,2024-06,12720,3396,3551,72.1,27.9,26.7,133.0,9.7,73.0,27.0,12873.0,0.84,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,7,Jul,2024-07,14047,4335,4074,71.0,29.0,30.9,128.0,12.1,72.1,27.9,13127.0,10.43,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,8,Aug,2024-08,14663,4500,4570,68.8,31.2,30.7,168.0,8.6,71.0,29.0,13810.0,4.39,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,9,Sep,2024-09,13262,3969,3940,70.3,29.7,29.9,150.0,7.8,68.8,31.2,13991.0,-9.55,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,10,Oct,2024-10,13703,3778,4340,68.3,31.7,27.6,196.0,13.6,70.3,29.7,13876.0,3.33,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,11,Nov,2024-11,13807,3978,4702,65.9,34.1,28.8,202.0,13.1,68.3,31.7,13591.0,0.76,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2024,12,Dec,2024-12,14456,3832,5315,63.2,36.8,26.5,207.0,11.5,65.9,34.1,13989.0,4.7,1,0
St George's University Hospitals,London,2018,2,Feb,2018-02,11910,3103,1624,86.4,13.6,26.1,91.0,6.1,83.2,16.8,12032.0,-2.0,1,0
St George's University Hospitals,London,2018,3,Mar,2018-03,11728,2999,1224,89.6,10.4,25.6,98.0,4.3,86.4,13.6,11930.0,-1.53,0,0
St George's University Hospitals,London,2018,4,Apr,2018-04,11024,3225,1186,89.2,10.8,29.3,95.0,2.4,89.6,10.4,11554.0,-6.0,0,0
St George's University Hospitals,London,2018,5,May,2018-05,10428,2925,891,91.4,8.6,28.1,72.0,3.4,89.2,10.8,11060.0,-5.41,0,0
St George's University Hospitals,London,2018,6,Jun,2018-06,10893,2653,905,91.7,8.3,24.4,52.0,2.9,91.4,8.6,10782.0,4.46,0,0
St George's University Hospitals,London,2018,7,Jul,2018-07,11374,3131,1269,88.8,11.2,27.5,86.0,2.5,91.7,8.3,10898.0,4.42,0,0
St George's University Hospitals,London,2018,8,Aug,2018-08,11845,3612,1463,87.6,12.4,30.5,105.0,5.6,88.8,11.2,11371.0,4.14,0,0
St George's University Hospitals,London,2018,9,Sep,2018-09,10333,3064,804,92.2,7.8,29.7,68.0,0.4,87.6,12.4,11184.0,-12.76,0,0
St George's University Hospitals,London,2018,10,Oct,2018-10,11126,3119,1062,90.4,9.6,28.0,64.0,3.1,92.2,7.8,11101.0,7.67,0,0
St George's University Hospitals,London,2018,11,Nov,2018-11,11907,3390,1815,84.8,15.2,28.5,78.0,4.9,90.4,9.6,11122.0,7.02,1,0
St George's University Hospitals,London,2018,12,Dec,2018-12,12115,3020,1842,84.8,15.2,24.9,99.0,7.1,84.8,15.2,11716.0,1.75,1,0
St George's University Hospitals,London,2019,1,Jan,2019-01,12530,3134,2502,80.0,20.0,25.0,106.0,7.2,84.8,15.2,12184.0,3.43,1,0
St George's University Hospitals,London,2019,2,Feb,2019-02,12285,3506,2267,81.5,18.5,28.5,105.0,8.4,80.0,20.0,12310.0,-1.96,1,0
St George's University Hospitals,London,2019,3,Mar,2019-03,11876,2943,1910,83.9,16.1,24.8,77.0,4.2,81.5,18.5,12230.0,-3.33,0,0
St George's University Hospitals,London,2019,4,Apr,2019-04,10545,2815,1302,87.7,12.3,26.7,108.0,5.0,83.9,16.1,11569.0,-11.21,0,0
St George's University Hospitals,London,2019,5,May,2019-05,10923,2707,988,91.0,9.0,24.8,67.0,1.8,87.7,12.3,11115.0,3.58,0,0
St George's University Hospitals,London,2019,6,Jun,2019-06,11096,3437,1223,89.0,11.0,31.0,84.0,2.5,91.0,9.0,10855.0,1.58,0,0
St George's University Hospitals,London,2019,7,Jul,2019-07,12163,3512,1677,86.2,13.8,28.9,100.0,6.8,89.0,11.0,11394.0,9.62,0,0
St George's University Hospitals,London,2019,8,Aug,2019-08,12552,3069,1378,89.0,11.0,24.5,104.0,4.7,86.2,13.8,11937.0,3.2,0,0
St George's University Hospitals,London,2019,9,Sep,2019-09,10990,3137,1359,87.6,12.4,28.6,109.0,6.8,89.0,11.0,11902.0,-12.44,0,0
St George's University Hospitals,London,2019,10,Oct,2019-10,11143,2956,1641,85.3,14.7,26.5,104.0,6.4,87.6,12.4,11562.0,1.39,0,0
St George's University Hospitals,London,2019,11,Nov,2019-11,12054,3253,2069,82.8,17.2,27.0,91.0,8.6,85.3,14.7,11396.0,8.18,1,0
St George's University Hospitals,London,2019,12,Dec,2019-12,12683,3510,2300,81.9,18.1,27.7,77.0,9.2,82.8,17.2,11960.0,5.22,1,0
St George's University Hospitals,London,2020,1,Jan,2020-01,12958,3432,2588,80.0,20.0,26.5,99.0,8.0,81.9,18.1,12565.0,2.17,1,0
St George's University Hospitals,London,2020,2,Feb,2020-02,12751,3341,2462,80.7,19.3,26.2,79.0,7.7,80.0,20.0,12797.0,-1.6,1,0
St George's University Hospitals,London,2020,3,Mar,2020-03,11525,3467,1786,84.5,15.5,30.1,106.0,5.1,80.7,19.3,12411.0,-9.61,0,1
St George's University Hospitals,London,2020,4,Apr,2020-04,6059,1738,883,85.4,14.6,28.7,104.0,3.6,84.5,15.5,10112.0,-47.43,0,1
St George's University Hospitals,London,2020,5,May,2020-05,5916,1783,593,90.0,10.0,30.1,84.0,3.8,85.4,14.6,7833.0,-2.36,0,1
St George's University Hospitals,London,2020,6,Jun,2020-06,5991,1819,807,86.5,13.5,30.4,104.0,6.3,90.0,10.0,5989.0,1.27,0,1
St George's University Hospitals,London,2020,7,Jul,2020-07,9227,2497,1108,88.0,12.0,27.1,87.0,4.5,86.5,13.5,7045.0,54.01,0,0
St George's University Hospitals,London,2020,8,Aug,2020-08,9524,2674,1272,86.6,13.4,28.1,82.0,2.8,88.0,12.0,8247.0,3.22,0,0
St George's University Hospitals,London,2020,9,Sep,2020-09,8619,2423,1220,85.8,14.2,28.1,104.0,2.1,86.6,13.4,9123.0,-9.5,0,0
St George's University Hospitals,London,2020,10,Oct,2020-10,10984,3266,1548,85.9,14.1,29.7,86.0,4.0,85.8,14.2,9709.0,27.44,0,0
St George's University Hospitals,London,2020,11,Nov,2020-11,12402,2999,2206,82.2,17.8,24.2,101.0,7.0,85.9,14.1,10668.0,12.91,1,0
St George's University Hospitals,London,2020,12,Dec,2020-12,12845,3689,2301,82.1,17.9,28.7,82.0,5.4,82.2,17.8,12077.0,3.57,1,0
St George's University Hospitals,London,2021,1,Jan,2021-01,12934,3716,3863,70.1,29.9,28.7,149.0,13.2,82.1,17.9,12727.0,0.69,1,0
St George's University Hospitals,London,2021,2,Feb,2021-02,12884,3187,3626,71.8,28.2,24.7,147.0,10.3,70.1,29.9,12888.0,-0.39,1,0
St George's University Hospitals,London,2021,3,Mar,2021-03,12288,3554,2858,76.7,23.3,28.9,148.0,5.5,71.8,28.2,12702.0,-4.63,0,0
St George's University Hospitals,London,2021,4,Apr,2021-04,11468,2982,2291,80.0,20.0,26.0,97.0,5.9,76.7,23.3,12213.0,-6.67,0,0
St George's University Hospitals,London,2021,5,May,2021-05,11417,3203,2483,78.2,21.8,28.1,117.0,8.9,80.0,20.0,11724.0,-0.44,0,0
St George's University Hospitals,London,2021,6,Jun,2021-06,11067,3039,2373,78.6,21.4,27.5,151.0,5.8,78.2,21.8,11317.0,-3.07,0,0
St George's University Hospitals,London,2021,7,Jul,2021-07,11827,3252,2466,79.1,20.9,27.5,151.0,5.2,78.6,21.4,11437.0,6.87,0,0
St George's University Hospitals,London,2021,8,Aug,2021-08,12667,3179,3034,76.0,24.0,25.1,141.0,8.9,79.1,20.9,11854.0,7.1,0,0
St George's University Hospitals,London,2021,9,Sep,2021-09,11475,3113,2484,78.4,21.6,27.1,128.0,10.5,76.0,24.0,11990.0,-9.41,0,0
St George's University Hospitals,London,2021,10,Oct,2021-10,11401,3019,2702,76.3,23.7,26.5,135.0,6.8,78.4,21.6,11848.0,-0.64,0,0
St George's University Hospitals,London,2021,11,Nov,2021-11,12937,3916,3405,73.7,26.3,30.3,115.0,10.2,76.3,23.7,11938.0,13.47,1,0
St George's University Hospitals,London,2021,12,Dec,2021-12,13408,4126,3849,71.3,28.7,30.8,130.0,12.7,73.7,26.3,12582.0,3.64,1,0
St George's University Hospitals,London,2022,1,Jan,2022-01,13752,3481,4563,66.8,33.2,25.3,175.0,9.2,71.3,28.7,13366.0,2.57,1,0
St George's University Hospitals,London,2022,2,Feb,2022-02,12601,3397,4091,67.5,32.5,27.0,207.0,9.2,66.8,33.2,13254.0,-8.37,1,0
St George's University Hospitals,London,2022,3,Mar,2022-03,12015,3049,3341,72.2,27.8,25.4,114.0,7.7,67.5,32.5,12789.0,-4.65,0,0
St George's University Hospitals,London,2022,4,Apr,2022-04,11825,3131,2850,75.9,24.1,26.5,140.0,8.7,72.2,27.8,12147.0,-1.58,0,0
St George's University Hospitals,London,2022,5,May,2022-05,11361,3226,2630,76.8,23.2,28.4,122.0,5.3,75.9,24.1,11734.0,-3.92,0,0
St George's University Hospitals,London,2022,6,Jun,2022-06,11515,3222,2628,77.2,22.8,28.0,147.0,10.9,76.8,23.2,11567.0,1.36,0,0
St George's University Hospitals,London,2022,7,Jul,2022-07,12048,3460,3026,74.9,25.1,28.7,154.0,11.7,77.2,22.8,11641.0,4.63,0,0
St George's University Hospitals,London,2022,8,Aug,2022-08,12925,3824,3607,72.1,27.9,29.6,115.0,11.5,74.9,25.1,12163.0,7.28,0,0
St George's University Hospitals,London,2022,9,Sep,2022-09,11813,3356,2995,74.6,25.4,28.4,129.0,8.5,72.1,27.9,12262.0,-8.6,0,0
St George's University Hospitals,London,2022,10,Oct,2022-10,11613,3548,3000,74.2,25.8,30.6,152.0,7.1,74.6,25.4,12117.0,-1.69,0,0
St George's University Hospitals,London,2022,11,Nov,2022-11,13117,3380,3730,71.6,28.4,25.8,113.0,8.6,74.2,25.8,12181.0,12.95,1,0
St George's University Hospitals,London,2022,12,Dec,2022-12,13642,3962,4209,69.1,30.9,29.0,172.0,12.1,71.6,28.4,12791.0,4.0,1,0
St George's University Hospitals,London,2023,1,Jan,2023-01,13267,3766,4893,63.1,36.9,28.4,164.0,14.8,69.1,30.9,13342.0,-2.75,1,0
St George's University Hospitals,London,2023,2,Feb,2023-02,12909,3464,4424,65.7,34.3,26.8,194.0,9.6,63.1,36.9,13273.0,-2.7,1,0
St George's University Hospitals,London,2023,3,Mar,2023-03,12102,3132,3721,69.3,30.7,25.9,208.0,13.8,65.7,34.3,12759.0,-6.25,0,0
St George's University Hospitals,London,2023,4,Apr,2023-04,11361,3253,3445,69.7,30.3,28.6,218.0,13.1,69.3,30.7,12124.0,-6.12,0,0
St George's University Hospitals,London,2023,5,May,2023-05,11393,2842,3042,73.3,26.7,25.0,154.0,12.1,69.7,30.3,11619.0,0.28,0,0
St George's University Hospitals,London,2023,6,Jun,2023-06,11434,2824,3337,70.8,29.2,24.7,122.0,12.1,73.3,26.7,11396.0,0.36,0,0
St George's University Hospitals,London,2023,7,Jul,2023-07,12466,3290,3931,68.5,31.5,26.4,219.0,11.8,70.8,29.2,11764.0,9.03,0,0
St George's University Hospitals,London,2023,8,Aug,2023-08,12862,3974,4144,67.8,32.2,30.9,208.0,10.0,68.5,31.5,12254.0,3.18,0,0
St George's University Hospitals,London,2023,9,Sep,2023-09,11230,2789,3443,69.3,30.7,24.8,193.0,13.3,67.8,32.2,12186.0,-12.69,0,0
St George's University Hospitals,London,2023,10,Oct,2023-10,11986,3250,3537,70.5,29.5,27.1,142.0,11.7,69.3,30.7,12026.0,6.73,0,0
St George's University Hospitals,London,2023,11,Nov,2023-11,12611,3589,4280,66.1,33.9,28.5,160.0,11.0,70.5,29.5,11942.0,5.21,1,0
St George's University Hospitals,London,2023,12,Dec,2023-12,13466,3679,4497,66.6,33.4,27.3,208.0,11.3,66.1,33.9,12688.0,6.78,1,0
St George's University Hospitals,London,2024,1,Jan,2024-01,14348,4333,4807,66.5,33.5,30.2,182.0,12.4,66.6,33.4,13475.0,6.55,1,0
St George's University Hospitals,London,2024,2,Feb,2024-02,13546,3387,4431,67.3,32.7,25.0,161.0,8.6,66.5,33.5,13787.0,-5.59,1,0
St George's University Hospitals,London,2024,3,Mar,2024-03,13179,3358,4077,69.1,30.9,25.5,203.0,9.7,67.3,32.7,13691.0,-2.71,0,0
St George's University Hospitals,London,2024,4,Apr,2024-04,11828,3633,3339,71.8,28.2,30.7,148.0,12.1,69.1,30.9,12851.0,-10.25,0,0
St George's University Hospitals,London,2024,5,May,2024-05,11492,2873,2796,75.7,24.3,25.0,110.0,5.6,71.8,28.2,12166.0,-2.84,0,0
St George's University Hospitals,London,2024,6,Jun,2024-06,12026,3322,3134,73.9,26.1,27.6,110.0,8.7,75.7,24.3,11782.0,4.65,0,0
St George's University Hospitals,London,2024,7,Jul,2024-07,13020,3792,3595,72.4,27.6,29.1,120.0,11.5,73.9,26.1,12179.0,8.27,0,0
St George's University Hospitals,London,2024,8,Aug,2024-08,13256,3401,3916,70.5,29.5,25.7,138.0,12.3,72.4,27.6,12767.0,1.81,0,0
St George's University Hospitals,London,2024,9,Sep,2024-09,11742,3530,3211,72.6,27.4,30.1,140.0,9.3,70.5,29.5,12673.0,-11.42,0,0
St George's University Hospitals,London,2024,10,Oct,2024-10,12176,3456,3600,70.4,29.6,28.4,126.0,13.3,72.6,27.4,12391.0,3.7,0,0
St George's University Hospitals,London,2024,11,Nov,2024-11,13142,3674,4066,69.1,30.9,28.0,215.0,12.6,70.4,29.6,12353.0,7.93,1,0
St George's University Hospitals,London,2024,12,Dec,2024-12,13597,3821,4352,68.0,32.0,28.1,187.0,9.4,69.1,30.9,12972.0,3.46,1,0
University Hospitals Birmingham,Midlands,2018,2,Feb,2018-02,18145,4503,2681,85.2,14.8,24.8,80.0,6.7,84.3,15.7,17972.0,1.95,1,0
University Hospitals Birmingham,Midlands,2018,3,Mar,2018-03,16958,4169,2251,86.7,13.3,24.6,100.0,2.1,85.2,14.8,17634.0,-6.54,0,0
University Hospitals Birmingham,Midlands,2018,4,Apr,2018-04,15919,3911,1250,92.1,7.9,24.6,48.0,5.7,86.7,13.3,17007.0,-6.13,0,0
University Hospitals Birmingham,Midlands,2018,5,May,2018-05,15047,4467,1158,92.3,7.7,29.7,73.0,5.6,92.1,7.9,15975.0,-5.48,0,0
University Hospitals Birmingham,Midlands,2018,6,Jun,2018-06,15997,3932,1308,91.8,8.2,24.6,68.0,3.2,92.3,7.7,15654.0,6.31,0,0
University Hospitals Birmingham,Midlands,2018,7,Jul,2018-07,16698,4137,1261,92.4,7.6,24.8,60.0,0.0,91.8,8.2,15914.0,4.38,0,0
University Hospitals Birmingham,Midlands,2018,8,Aug,2018-08,17236,4279,2061,88.0,12.0,24.8,79.0,5.1,92.4,7.6,16644.0,3.22,0,0
University Hospitals Birmingham,Midlands,2018,9,Sep,2018-09,15825,4863,1242,92.2,7.8,30.7,56.0,1.5,88.0,12.0,16586.0,-8.19,0,0
University Hospitals Birmingham,Midlands,2018,10,Oct,2018-10,16471,5063,1859,88.7,11.3,30.7,75.0,6.8,92.2,7.8,16511.0,4.08,0,0
University Hospitals Birmingham,Midlands,2018,11,Nov,2018-11,16648,4610,1851,88.9,11.1,27.7,110.0,1.3,88.7,11.3,16315.0,1.07,1,0
University Hospitals Birmingham,Midlands,2018,12,Dec,2018-12,17997,4978,2304,87.2,12.8,27.7,97.0,5.7,88.9,11.1,17039.0,8.1,1,0
University Hospitals Birmingham,Midlands,2019,1,Jan,2019-01,18663,5242,3204,82.8,17.2,28.1,107.0,3.3,87.2,12.8,17769.0,3.7,1,0
University Hospitals Birmingham,Midlands,2019,2,Feb,2019-02,17602,5321,2531,85.6,14.4,30.2,91.0,5.8,82.8,17.2,18087.0,-5.69,1,0
University Hospitals Birmingham,Midlands,2019,3,Mar,2019-03,16797,4576,2507,85.1,14.9,27.2,87.0,5.7,85.6,14.4,17687.0,-4.57,0,0
University Hospitals Birmingham,Midlands,2019,4,Apr,2019-04,15265,4717,1341,91.2,8.8,30.9,66.0,3.3,85.1,14.9,16555.0,-9.12,0,0
University Hospitals Birmingham,Midlands,2019,5,May,2019-05,15237,4387,1207,92.1,7.9,28.8,50.0,5.2,91.2,8.8,15766.0,-0.18,0,0
University Hospitals Birmingham,Midlands,2019,6,Jun,2019-06,16374,4761,1290,92.1,7.9,29.1,63.0,2.3,92.1,7.9,15625.0,7.46,0,0
University Hospitals Birmingham,Midlands,2019,7,Jul,2019-07,17694,4302,1719,90.3,9.7,24.3,46.0,2.7,92.1,7.9,16435.0,8.06,0,0
University Hospitals Birmingham,Midlands,2019,8,Aug,2019-08,18028,4516,1844,89.8,10.2,25.1,96.0,2.9,90.3,9.7,17365.0,1.89,0,0
University Hospitals Birmingham,Midlands,2019,9,Sep,2019-09,16393,4896,1444,91.2,8.8,29.9,59.0,2.6,89.8,10.2,17372.0,-9.07,0,0
University Hospitals Birmingham,Midlands,2019,10,Oct,2019-10,15992,4806,2232,86.0,14.0,30.1,103.0,7.9,91.2,8.8,16804.0,-2.45,0,0
University Hospitals Birmingham,Midlands,2019,11,Nov,2019-11,18289,5373,2644,85.5,14.5,29.4,108.0,7.2,86.0,14.0,16891.0,14.36,1,0
University Hospitals Birmingham,Midlands,2019,12,Dec,2019-12,17873,4451,3017,83.1,16.9,24.9,108.0,6.5,85.5,14.5,17385.0,-2.27,1,0
University Hospitals Birmingham,Midlands,2020,1,Jan,2020-01,18648,5282,3449,81.5,18.5,28.3,88.0,4.2,83.1,16.9,18270.0,4.34,1,0
University Hospitals Birmingham,Midlands,2020,2,Feb,2020-02,18483,5435,3253,82.4,17.6,29.4,93.0,8.3,81.5,18.5,18335.0,-0.88,1,0
University Hospitals Birmingham,Midlands,2020,3,Mar,2020-03,17477,5266,2610,85.1,14.9,30.1,89.0,3.0,82.4,17.6,18203.0,-5.44,0,1
University Hospitals Birmingham,Midlands,2020,4,Apr,2020-04,8509,2411,949,88.8,11.2,28.3,100.0,2.2,85.1,14.9,14823.0,-51.31,0,1
University Hospitals Birmingham,Midlands,2020,5,May,2020-05,8409,2224,1061,87.4,12.6,26.5,96.0,3.8,88.8,11.2,11465.0,-1.18,0,1
University Hospitals Birmingham,Midlands,2020,6,Jun,2020-06,8889,2350,850,90.4,9.6,26.4,60.0,5.1,87.4,12.6,8602.0,5.71,0,1
University Hospitals Birmingham,Midlands,2020,7,Jul,2020-07,13808,4147,1683,87.8,12.2,30.0,108.0,2.2,90.4,9.6,10369.0,55.34,0,0
University Hospitals Birmingham,Midlands,2020,8,Aug,2020-08,14810,3822,2031,86.3,13.7,25.8,91.0,7.7,87.8,12.2,12502.0,7.26,0,0
University Hospitals Birmingham,Midlands,2020,9,Sep,2020-09,12855,3655,1589,87.6,12.4,28.4,83.0,1.8,86.3,13.7,13824.0,-13.2,0,0
University Hospitals Birmingham,Midlands,2020,10,Oct,2020-10,16083,4030,2439,84.8,15.2,25.1,80.0,6.2,87.6,12.4,14583.0,25.11,0,0
University Hospitals Birmingham,Midlands,2020,11,Nov,2020-11,17446,5282,2930,83.2,16.8,30.3,92.0,6.9,84.8,15.2,15461.0,8.47,1,0
University Hospitals Birmingham,Midlands,2020,12,Dec,2020-12,18078,4390,3509,80.6,19.4,24.3,81.0,5.5,83.2,16.8,17202.0,3.62,1,0
University Hospitals Birmingham,Midlands,2021,1,Jan,2021-01,18892,4693,5540,70.7,29.3,24.8,131.0,8.5,80.6,19.4,18139.0,4.5,1,0
University Hospitals Birmingham,Midlands,2021,2,Feb,2021-02,18348,5290,4801,73.8,26.2,28.8,112.0,11.0,70.7,29.3,18439.0,-2.88,1,0
University Hospitals Birmingham,Midlands,2021,3,Mar,2021-03,17888,5386,4535,74.6,25.4,30.1,151.0,6.2,73.8,26.2,18376.0,-2.51,0,0
University Hospitals Birmingham,Midlands,2021,4,Apr,2021-04,16066,4697,3126,80.5,19.5,29.2,81.0,5.1,74.6,25.4,17434.0,-10.19,0,0
University Hospitals Birmingham,Midlands,2021,5,May,2021-05,15854,4491,3051,80.8,19.2,28.3,88.0,6.5,80.5,19.5,16603.0,-1.32,0,0
University Hospitals Birmingham,Midlands,2021,6,Jun,2021-06,16853,4342,3629,78.5,21.5,25.8,142.0,9.9,80.8,19.2,16258.0,6.3,0,0
University Hospitals Birmingham,Midlands,2021,7,Jul,2021-07,17723,4386,3731,78.9,21.1,24.8,130.0,7.6,78.5,21.5,16810.0,5.16,0,0
University Hospitals Birmingham,Midlands,2021,8,Aug,2021-08,17837,4751,4121,76.9,23.1,26.6,111.0,7.0,78.9,21.1,17471.0,0.64,0,0
University Hospitals Birmingham,Midlands,2021,9,Sep,2021-09,15980,3969,3335,79.1,20.9,24.8,150.0,7.9,76.9,23.1,17180.0,-10.41,0,0
University Hospitals Birmingham,Midlands,2021,10,Oct,2021-10,17105,4702,3596,79.0,21.0,27.5,114.0,7.6,79.1,20.9,16974.0,7.04,0,0
